"name"	"type"
"singles-160808-scATAC-BM1137-GMP2mid-LS-35"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-36"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-44"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-46"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-47"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-50"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-52"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-53"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-54"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-55"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-58"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-60"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-62"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-64"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-65"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-66"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-69"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-70"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-71"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-72"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-74"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-75"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-76"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-77"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-78"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-80"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-81"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-83"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-85"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-92"	"GMP2mid"
"singles-160808-scATAC-BM1137-GMP2mid-LS-95"	"GMP2mid"
"singles-160809-scATAC-BM1137-GMP1low-LS-1"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-2"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-4"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-5"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-6"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-7"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-9"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-11"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-13"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-14"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-15"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-16"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-17"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-19"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-21"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-22"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-23"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-24"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-25"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-26"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-27"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-28"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-31"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-32"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-42"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-43"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-44"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-45"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-46"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-48"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-50"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-53"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-54"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-55"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-58"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-61"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-62"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-63"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-64"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-66"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-68"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-69"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-70"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-74"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-75"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-77"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-78"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-79"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-80"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-81"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-82"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-83"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-84"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-86"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-87"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-88"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-89"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-91"	"GMP1low"
"singles-160809-scATAC-BM1137-GMP1low-LS-95"	"GMP1low"
"singles-160819-BM1137-CMP-LS-10"	"CMP"
"singles-160819-BM1137-CMP-LS-11"	"CMP"
"singles-160819-BM1137-CMP-LS-13"	"CMP"
"singles-160819-BM1137-CMP-LS-16"	"CMP"
"singles-160819-BM1137-CMP-LS-23"	"CMP"
"singles-160819-BM1137-CMP-LS-25"	"CMP"
"singles-160819-BM1137-CMP-LS-27"	"CMP"
"singles-160819-BM1137-CMP-LS-30"	"CMP"
"singles-160819-BM1137-CMP-LS-31"	"CMP"
"singles-160819-BM1137-CMP-LS-33"	"CMP"
"singles-160819-BM1137-CMP-LS-35"	"CMP"
"singles-160819-BM1137-CMP-LS-38"	"CMP"
"singles-160819-BM1137-CMP-LS-41"	"CMP"
"singles-160819-BM1137-CMP-LS-49"	"CMP"
"singles-160819-BM1137-CMP-LS-59"	"CMP"
"singles-160819-BM1137-CMP-LS-61"	"CMP"
"singles-160819-BM1137-CMP-LS-64"	"CMP"
"singles-160819-BM1137-CMP-LS-68"	"CMP"
"singles-160819-BM1137-CMP-LS-70"	"CMP"
"singles-160819-BM1137-CMP-LS-71"	"CMP"
"singles-160819-BM1137-CMP-LS-72"	"CMP"
"singles-160819-BM1137-CMP-LS-75"	"CMP"
"singles-160819-BM1137-CMP-LS-76"	"CMP"
"singles-160819-BM1137-CMP-LS-79"	"CMP"
"singles-160819-BM1137-CMP-LS-81"	"CMP"
"singles-160819-BM1137-CMP-LS-90"	"CMP"
"singles-160819-BM1137-CMP-LS-95"	"CMP"
"singles-160822-BM1137-CMP-LS-1"	"CMP"
"singles-160822-BM1137-CMP-LS-4"	"CMP"
"singles-160822-BM1137-CMP-LS-6"	"CMP"
"singles-160822-BM1137-CMP-LS-7"	"CMP"
"singles-160822-BM1137-CMP-LS-8"	"CMP"
"singles-160822-BM1137-CMP-LS-9"	"CMP"
"singles-160822-BM1137-CMP-LS-13"	"CMP"
"singles-160822-BM1137-CMP-LS-15"	"CMP"
"singles-160822-BM1137-CMP-LS-22"	"CMP"
"singles-160822-BM1137-CMP-LS-24"	"CMP"
"singles-160822-BM1137-CMP-LS-25"	"CMP"
"singles-160822-BM1137-CMP-LS-27"	"CMP"
"singles-160822-BM1137-CMP-LS-30"	"CMP"
"singles-160822-BM1137-CMP-LS-32"	"CMP"
"singles-160822-BM1137-CMP-LS-33"	"CMP"
"singles-160822-BM1137-CMP-LS-37"	"CMP"
"singles-160822-BM1137-CMP-LS-39"	"CMP"
"singles-160822-BM1137-CMP-LS-43"	"CMP"
"singles-160822-BM1137-CMP-LS-46"	"CMP"
"singles-160822-BM1137-CMP-LS-51"	"CMP"
"singles-160822-BM1137-CMP-LS-63"	"CMP"
"singles-160822-BM1137-CMP-LS-65"	"CMP"
"singles-160822-BM1137-CMP-LS-66"	"CMP"
"singles-160822-BM1137-CMP-LS-67"	"CMP"
"singles-160822-BM1137-CMP-LS-68"	"CMP"
"singles-160822-BM1137-CMP-LS-71"	"CMP"
"singles-160822-BM1137-CMP-LS-72"	"CMP"
"singles-160822-BM1137-CMP-LS-74"	"CMP"
"singles-160822-BM1137-CMP-LS-75"	"CMP"
"singles-160822-BM1137-CMP-LS-79"	"CMP"
"singles-160822-BM1137-CMP-LS-81"	"CMP"
"singles-160822-BM1137-CMP-LS-84"	"CMP"
"singles-160822-BM1137-CMP-LS-86"	"CMP"
"singles-160822-BM1137-CMP-LS-87"	"CMP"
"singles-160822-BM1137-CMP-LS-95"	"CMP"
